"id_receita","receitas_concatenadas"
301,"mantas para bebe, Óculos de Segurança, mantas para bebe, Lã Amigurumi  Pelúcia - Amarelo Claro, mantas para bebe, Lã Amigurumi Soft - Vermelho Escuro, cortinas, Óculos de Segurança, cortinas, Lã Amigurumi  Pelúcia - Amarelo Claro, cortinas, Lã Amigurumi Soft - Vermelho Escuro"
302,"vestidos, Guirlandas, vestidos, Lã algodão 6 - Vermelho Escuro, blusas, Guirlandas, blusas, Lã algodão 6 - Vermelho Escuro"
303,"cobertores, Agulha de Crochê 4,0 mm, cobertores, Barbante 8 - Azul Escuro, cobertores, Lã algodão 8 - Laranja Claro"
304,"colares, Agulha de Crochê 4,0 mm, colares, Lã algodão 4 - Verde, colares, Barbante 8 - Verde Escuro, bonecos, Agulha de Crochê 4,0 mm, bonecos, Lã algodão 4 - Verde, bonecos, Barbante 8 - Verde Escuro"
305,"animais de pelucia, Agulha de Crochê 4,0 mm, animais de pelucia, Lã algodão 4 - Roxo Escuro"
306,"capas para livros, Chapéu de Cowboy, capas para livros, Focinho de Cachorro 10mm, capas para livros, Lã Amigurumi  Pelúcia - Verde Escuro, capas para livros, Lã Amigurumi Soft - Amarelo, gorros, Chapéu de Cowboy, gorros, Focinho de Cachorro 10mm, gorros, Lã Amigurumi  Pelúcia - Verde Escuro, gorros, Lã Amigurumi Soft - Amarelo"
307,"capas para almofadas, Botas de Natal, capas para almofadas, Barbante Natural 8 - Cru"
308,"bolsas, Óculos de Mergulho, bolsas, Boca de Cachorro 12mm, bolsas, Lã Amigurumi Soft - Verde, bolsas, Lã Amigurumi Soft - Rosa Claro"
309,"mobiles para berco, Focinho de Urso 15mm, mobiles para berco, Focinho de Cachorro 12mm, mobiles para berco, Lã Amigurumi Soft - Vermelho, mobiles para berco, Lã Amigurumi  Pelúcia - Roxo Escuro, cachecois, Focinho de Urso 15mm, cachecois, Focinho de Cachorro 12mm, cachecois, Lã Amigurumi Soft - Vermelho, cachecois, Lã Amigurumi  Pelúcia - Roxo Escuro"
310,"porta-shampoo, Agulha de Crochê 4,0 mm, porta-shampoo, Barbante 8 - Amarelo Claro, porta-shampoo, Lã algodão 4 - Laranja, cachecois, Agulha de Crochê 4,0 mm, cachecois, Barbante 8 - Amarelo Claro, cachecois, Lã algodão 4 - Laranja"
311,"blusas, Óculos de Sol, blusas, Focinho de Gato 10mm, blusas, Lã Amigurumi  Pelúcia - Azul Escuro"
312,"jogos americanos, Boca de Boneca 12mm, jogos americanos, Boca de Sorriso 20mm, jogos americanos, Lã Amigurumi  Pelúcia - Rosa Claro, jogos americanos, Lã Amigurumi Soft - Laranja Claro, capas para almofadas de agulhas de trico, Boca de Boneca 12mm, capas para almofadas de agulhas de trico, Boca de Sorriso 20mm, capas para almofadas de agulhas de trico, Lã Amigurumi  Pelúcia - Rosa Claro, capas para almofadas de agulhas de trico, Lã Amigurumi Soft - Laranja Claro"
313,"vestidos, Botas de Natal, vestidos, Barbante 8 - Marrom, vestidos, Lã Amigurumi  - Vermelho Escuro"
314,"meias, Guirlandas, meias, Barbante 6 - Azul Claro, chapeus, Guirlandas, chapeus, Barbante 6 - Azul Claro"
315,"porta-sabonetes, Agulha de Crochê 4,0 mm, porta-sabonetes, Lã algodão 8 - Azul Escuro"
316,"tapetes, Agulha de Crochê 4,0 mm, tapetes, Barbante 4 - Roxo Escuro, bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Barbante 4 - Roxo Escuro"
317,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 8 - Verde"
318,"porta-sabonetes, Óculos de Sol, porta-sabonetes, Chapéu de Páscoa, porta-sabonetes, Lã Amigurumi  Pelúcia - Roxo Claro, vestidos, Óculos de Sol, vestidos, Chapéu de Páscoa, vestidos, Lã Amigurumi  Pelúcia - Roxo Claro"
319,"capas para livros, Agulha de Crochê 4,0 mm, capas para livros, Lã algodão 8 - Vermelho"
320,"cobertores, Boca de Sorriso 15mm, cobertores, Chapéu de Sol, cobertores, Lã Amigurumi Soft - Rosa Claro"
321,"animais de pelucia, Lã Amigurumi  - Rosa Claro, animais de pelucia, Lã Amigurumi  Brilho - Verde, porta-shampoo, Lã Amigurumi  - Rosa Claro, porta-shampoo, Lã Amigurumi  Brilho - Verde"
322,"coletes, Chapéu de Festa, coletes, Lã Amigurumi  Pelúcia - Vermelho Escuro, coletes, Lã Amigurumi Soft - Rosa Escuro"
323,"mochilas, Agulha de Crochê 4,0 mm, mochilas, Barbante 8 - Cinza Escuro"
324,"cortinas, Boca de Boneca 12mm, cortinas, Lã Amigurumi  Pelúcia - Verde, capas para garrafas de agua quente, Boca de Boneca 12mm, capas para garrafas de agua quente, Lã Amigurumi  Pelúcia - Verde"
325,"animais de pelucia, Bolinhas decorativas, animais de pelucia, Mini Árvores de Natal, chapeus, Bolinhas decorativas, chapeus, Mini Árvores de Natal"
326,"luvas, Botão Pequeno Iridescente, capas para tampa de vaso, Botão Pequeno Iridescente"
327,"chaveiros, Óculos de Esportes, chaveiros, Lã Amigurumi Soft - Rosa Escuro, chaveiros, Lã Amigurumi Soft - Vermelho, coletes, Óculos de Esportes, coletes, Lã Amigurumi Soft - Rosa Escuro, coletes, Lã Amigurumi Soft - Vermelho"
328,"mochilas, Pequenas Caixas de Presente, mochilas, Barbante Natural 2 - Cinza, mochilas, Barbante Natural 8 - Preto, diversos, outros, Pequenas Caixas de Presente, diversos, outros, Barbante Natural 2 - Cinza, diversos, outros, Barbante Natural 8 - Preto"
329,"diversos, outros, Agulha de Crochê 4,0 mm, diversos, outros, Lã algodão 4 - Verde Claro, diversos, outros, Lã algodão 4 - Cinza Escuro, porta-sabonetes, Agulha de Crochê 4,0 mm, porta-sabonetes, Lã algodão 4 - Verde Claro, porta-sabonetes, Lã algodão 4 - Cinza Escuro"
330,"blusas, Lã Amigurumi  Brilho - Azul Escuro, blusas, Lã Amigurumi  Brilho - Roxo Escuro"
331,"diversos, outros, Mini Gorros de Papai Noel, diversos, outros, Lã Amigurumi  Brilho - Azul"
332,"babadores, Bolinhas decorativas, babadores, Lã Amigurumi  Pelúcia - Branco, babadores, Lã algodão 4 - Amarelo Escuro"
333,"saidas de praia, Óculos de Mergulho, saidas de praia, Óculos de Segurança, saidas de praia, Lã Amigurumi  Pelúcia - Laranja Claro, saidas de praia, Lã Amigurumi  Pelúcia - Verde, almofadas, Óculos de Mergulho, almofadas, Óculos de Segurança, almofadas, Lã Amigurumi  Pelúcia - Laranja Claro, almofadas, Lã Amigurumi  Pelúcia - Verde"
334,"chapeus, Agulha de Crochê 4,0 mm, chapeus, Lã algodão 8 - Amarelo Claro, animais de pelucia, Agulha de Crochê 4,0 mm, animais de pelucia, Lã algodão 8 - Amarelo Claro"
335,"chapeus, Agulha de Crochê 4,0 mm, chapeus, Lã algodão 4 - Verde Escuro, chapeus, Barbante 4 - Laranja"
336,"capas para almofadas de agulhas de trico, Guirlandas"
337,"diversos, outros, Chapéu de Cowboy, diversos, outros, Lã Amigurumi  Pelúcia - Roxo"
338,"saidas de praia, Boca de Sorriso 15mm, saidas de praia, Lã Amigurumi Soft - Azul Claro"
339,"diversos, outros, Agulha de Crochê 4,0 mm, diversos, outros, Barbante 8 - Verde Claro, diversos, outros, Barbante 8 - Cinza Escuro"
340,"chapeus, Óculos de Mergulho, chapeus, Chapéu de Sol, chapeus, Lã Amigurumi Soft - Cinza Claro"
341,"mobiles para berco, Mini Árvores de Natal, mobiles para berco, Lã Amigurumi  Brilho - Laranja, gorros, Mini Árvores de Natal, gorros, Lã Amigurumi  Brilho - Laranja"
342,"top cropped, Agulha de Crochê 4,0 mm, top cropped, Lã algodão 8 - Amarelo Escuro, top cropped, Barbante 8 - Marrom, toucas e sapatinhos para bebe, Agulha de Crochê 4,0 mm, toucas e sapatinhos para bebe, Lã algodão 8 - Amarelo Escuro, toucas e sapatinhos para bebe, Barbante 8 - Marrom"
343,"porta-sabonetes, Olhos de Gato de Plástico 8mm, porta-sabonetes, Focinho de Cachorro 12mm, porta-sabonetes, Lã Amigurumi  Pelúcia - Azul Claro"
344,"blusas, Agulha de Crochê 4,0 mm, blusas, Lã algodão 4 - Cinza, blusas, Barbante 8 - Amarelo Claro, porta-toalhas, Agulha de Crochê 4,0 mm, porta-toalhas, Lã algodão 4 - Cinza, porta-toalhas, Barbante 8 - Amarelo Claro"
345,"xales, Agulha de Crochê 4,0 mm, xales, Lã algodão 8 - Preto, xales, Barbante 8 - Azul Claro"
346,"luvas, Agulha de Crochê 4,0 mm, luvas, Lã algodão 8 - Laranja, luvas, Lã algodão 4 - Rosa"
347,"bolsas de tablet/laptop, Focinho de Gato 10mm, bolsas de tablet/laptop, Lã Amigurumi Soft - Roxo Claro, bolsas de tablet/laptop, Lã Amigurumi Soft - Roxo Escuro"
348,"mochilas, Chapéu de Festa, mochilas, Olhos de Gato de Plástico 8mm, mochilas, Lã Amigurumi  Pelúcia - Vermelho Claro, mochilas, Lã Amigurumi  Pelúcia - Verde Escuro"
349,"golas, Botas de Natal"
350,"blusas, Boca de Boneca 15mm, blusas, Olhos de Gato de Plástico 6mm, blusas, Lã Amigurumi  Pelúcia - Azul, blusas, Lã Amigurumi Soft - Vermelho Escuro, saidas de praia, Boca de Boneca 15mm, saidas de praia, Olhos de Gato de Plástico 6mm, saidas de praia, Lã Amigurumi  Pelúcia - Azul, saidas de praia, Lã Amigurumi Soft - Vermelho Escuro"
351,"porta-copos, Barbante Natural 8 - Cru, cestas organizadoras, Barbante Natural 8 - Cru"
352,"tapetes de banheiro, Mini Gorros de Papai Noel, tapetes de banheiro, Barbante 2 - Marrom, tapetes de banheiro, Barbante Natural 6 - Marrom"
353,"coletes, Boca de Gato 10mm, coletes, Boca de Boneca 12mm, coletes, Lã Amigurumi Soft - Roxo Escuro, bolsas de tablet/laptop, Boca de Gato 10mm, bolsas de tablet/laptop, Boca de Boneca 12mm, bolsas de tablet/laptop, Lã Amigurumi Soft - Roxo Escuro"
354,"tapetes de banheiro, Mini Gorros de Papai Noel, tapetes de banheiro, Lã Amigurumi  Pelúcia - Preto, tapetes de banheiro, Barbante 6 - Preto, top cropped, Mini Gorros de Papai Noel, top cropped, Lã Amigurumi  Pelúcia - Preto, top cropped, Barbante 6 - Preto"
355,"babadores, Olhos de Gato de Plástico 6mm, babadores, Botão Pequeno Vermelho, panos de prato, Olhos de Gato de Plástico 6mm, panos de prato, Botão Pequeno Vermelho"
356,"toalhas de mesa, Agulha de Crochê 4,0 mm, toalhas de mesa, Lã algodão 4 - Verde Claro"
357,"tapetes de banheiro, Agulha de Crochê 4,0 mm, tapetes de banheiro, Barbante 4 - Roxo Claro, toucas e sapatinhos para bebe, Agulha de Crochê 4,0 mm, toucas e sapatinhos para bebe, Barbante 4 - Roxo Claro"
358,"chapeus, Mini Gorros de Papai Noel, chapeus, Lã algodão 4 - Vermelho"
359,"animais de pelucia, Agulha de Crochê 4,0 mm, animais de pelucia, Lã algodão 8 - Vermelho Claro"
360,"enfeites para carrinho de bebe, Boca de Cachorro 12mm, enfeites para carrinho de bebe, Olhos de Cachorro de Botão 8mm"
361,"porta-shampoo, Botas de Natal, porta-shampoo, Mini Árvores de Natal"
362,"capas para tampa de vaso, Focinho de Porco 18mm, capas para tampa de vaso, Chapéu de Sol, capas para tampa de vaso, Lã Amigurumi Soft - Azul Claro, capas para tampa de vaso, Lã Amigurumi Soft - Amarelo Claro"
363,"capas para tampa de vaso, Agulha de Crochê Tunisiano 3,0 mm, capas para tampa de vaso, Agulha de Crochê Tunisiano 6,0 mm, animais de pelucia, Agulha de Crochê Tunisiano 3,0 mm, animais de pelucia, Agulha de Crochê Tunisiano 6,0 mm"
364,"tapetes, Olhos de Cachorro de Botão 6mm, tapetes, Focinho de Cachorro 12mm, tapetes, Lã Amigurumi Soft - Amarelo Claro, tapetes, Lã Amigurumi  Pelúcia - Cinza Escuro, toucas e sapatinhos para bebe, Olhos de Cachorro de Botão 6mm, toucas e sapatinhos para bebe, Focinho de Cachorro 12mm, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Amarelo Claro, toucas e sapatinhos para bebe, Lã Amigurumi  Pelúcia - Cinza Escuro"
365,"mochilas, Bolinhas decorativas, mochilas, Lã algodão 8 - Laranja"
366,"cachecois, Mini Árvores de Natal, cachecois, Barbante Natural 8 - Rosa Claro, colares, Mini Árvores de Natal, colares, Barbante Natural 8 - Rosa Claro"
367,"babadores, Agulha de Crochê 4,0 mm, babadores, Lã algodão 4 - Laranja, babadores, Lã algodão 4 - Marrom, cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 4 - Laranja, cortinas, Lã algodão 4 - Marrom"
368,"capas para livros, Olhos de Cachorro de Pelúcia 12mm, capas para livros, Lã Amigurumi Soft - Branco, capas para livros, Lã Amigurumi Soft - Azul Claro, chaveiros, Olhos de Cachorro de Pelúcia 12mm, chaveiros, Lã Amigurumi Soft - Branco, chaveiros, Lã Amigurumi Soft - Azul Claro"
369,"capas para garrafas de agua quente, Focinho de Urso 15mm, capas para garrafas de agua quente, Lã Amigurumi Soft - Vermelho Claro, cestas organizadoras, Focinho de Urso 15mm, cestas organizadoras, Lã Amigurumi Soft - Vermelho Claro"
370,"coletes, Boca de Gato 10mm, coletes, Lã Amigurumi  Pelúcia - Vermelho Claro, coletes, Lã Amigurumi Soft - Vermelho Escuro, cintos, Boca de Gato 10mm, cintos, Lã Amigurumi  Pelúcia - Vermelho Claro, cintos, Lã Amigurumi Soft - Vermelho Escuro"
371,"xales, Óculos de Sol, xales, Lã Amigurumi Soft - Laranja Escuro"
372,"conjuntos de lingerie, Boca de Cachorro 12mm, conjuntos de lingerie, Lã Amigurumi Soft - Verde, conjuntos de lingerie, Lã Amigurumi  Pelúcia - Amarelo Claro"
373,"chapeus, Botas de Natal, chapeus, Barbante Natural 6 - Azul, chapeus, Barbante 2 - Preto"
374,"golas, Agulha de Crochê 4,0 mm, golas, Lã algodão 4 - Verde Escuro, golas, Barbante 4 - Rosa Claro"
375,"jogos americanos, Mini Gorros de Papai Noel, jogos americanos, Barbante 8 - Roxo Escuro, jogos americanos, Lã Amigurumi  Pelúcia - Cinza"
376,"babadores, Chapéu de Cowboy, babadores, Lã Amigurumi  Pelúcia - Azul"
377,"luvas, Agulha de Crochê 4,0 mm, luvas, Barbante 8 - Cinza Escuro, luvas, Lã algodão 8 - Azul Escuro, gorros, Agulha de Crochê 4,0 mm, gorros, Barbante 8 - Cinza Escuro, gorros, Lã algodão 8 - Azul Escuro"
378,"porta-sabonetes, Chapéu de Palha, porta-sabonetes, Lã Amigurumi  Pelúcia - Cinza, porta-sabonetes, Lã Amigurumi Soft - Vermelho Escuro, porta-copos, Chapéu de Palha, porta-copos, Lã Amigurumi  Pelúcia - Cinza, porta-copos, Lã Amigurumi Soft - Vermelho Escuro"
379,"conjuntos de lingerie, Agulha de Crochê 4,0 mm, conjuntos de lingerie, Lã algodão 8 - Roxo Claro"
380,"capas para almofadas de agulhas de trico, Botas de Natal, capas para almofadas de agulhas de trico, Barbante 6 - Amarelo Escuro, capas para almofadas de agulhas de trico, Barbante 4 - Amarelo Claro"
381,"porta-sabonetes, Óculos de Leitura, porta-sabonetes, Óculos de Esportes, porta-sabonetes, Lã Amigurumi  Pelúcia - Roxo Escuro, porta-sabonetes, Lã Amigurumi  Pelúcia - Laranja"
382,"porta-toalhas, Chapéu de Páscoa, porta-toalhas, Lã Amigurumi Soft - Vermelho Escuro, porta-toalhas, Lã Amigurumi Soft - Roxo"
383,"porta-shampoo, Agulha de Crochê 4,0 mm, porta-shampoo, Lã algodão 4 - Laranja Claro"
384,"biquinis, Óculos de Mergulho, biquinis, Olhos de Gato de Plástico 6mm, biquinis, Lã Amigurumi  Pelúcia - Rosa Claro, biquinis, Lã Amigurumi  Pelúcia - Amarelo"
385,"capas para almofadas de agulhas de trico, Olhos de Cachorro de Botão 8mm, capas para almofadas de agulhas de trico, Focinho de Porco 20mm, capas para almofadas de agulhas de trico, Lã Amigurumi  Pelúcia - Azul, diversos, outros, Olhos de Cachorro de Botão 8mm, diversos, outros, Focinho de Porco 20mm, diversos, outros, Lã Amigurumi  Pelúcia - Azul"
386,"porta-sabonetes, Focinho de Porco 20mm, porta-sabonetes, Lã Amigurumi Soft - Laranja Claro, porta-sabonetes, Lã Amigurumi Soft - Laranja, babadores, Focinho de Porco 20mm, babadores, Lã Amigurumi Soft - Laranja Claro, babadores, Lã Amigurumi Soft - Laranja"
387,"porta-toalhas, Agulha de Crochê 4,0 mm, porta-toalhas, Lã algodão 8 - Azul Escuro, porta-toalhas, Lã algodão 8 - Amarelo"
388,"cortinas, Lã Amigurumi  Pelúcia - Rosa Escuro, cortinas, Lã Amigurumi  Pelúcia - Rosa Claro, cachecois, Lã Amigurumi  Pelúcia - Rosa Escuro, cachecois, Lã Amigurumi  Pelúcia - Rosa Claro"
389,"toalhas de mesa, Mini Gorros de Papai Noel, toalhas de mesa, Lã algodão 8 - Roxo, toalhas de mesa, Mini Gorros de Papai Noel, toalhas de mesa, Lã algodão 8 - Roxo"
390,"gorros, Olhos de Cachorro de Pelúcia 12mm, gorros, Óculos de Sol, gorros, Lã Amigurumi  Pelúcia - Marrom, porta-talheres, Olhos de Cachorro de Pelúcia 12mm, porta-talheres, Óculos de Sol, porta-talheres, Lã Amigurumi  Pelúcia - Marrom"
391,"capas para tampa de vaso, Mini Árvores de Natal, capas para tampa de vaso, Barbante 8 - Roxo Claro"
392,"vestidos, Chapéu de Páscoa, vestidos, Focinho de Cachorro 12mm, vestidos, Lã Amigurumi Soft - Cinza Escuro, vestidos, Lã Amigurumi  Pelúcia - Cinza, diversos, outros, Chapéu de Páscoa, diversos, outros, Focinho de Cachorro 12mm, diversos, outros, Lã Amigurumi Soft - Cinza Escuro, diversos, outros, Lã Amigurumi  Pelúcia - Cinza"
393,"capas para almofadas, Boca de Sorriso 20mm, capas para almofadas, Chapéu de Inverno, capas para almofadas, Lã Amigurumi  Pelúcia - Amarelo, jogos americanos, Boca de Sorriso 20mm, jogos americanos, Chapéu de Inverno, jogos americanos, Lã Amigurumi  Pelúcia - Amarelo"
394,"capas para livros, Agulha de Crochê 4,0 mm, capas para livros, Lã algodão 8 - Azul Claro"
395,"colares, Mini Gorros de Papai Noel, colares, Barbante Natural 4 - Verde, animais de pelucia, Mini Gorros de Papai Noel, animais de pelucia, Barbante Natural 4 - Verde"
396,"almofadas, Óculos de Segurança, almofadas, Boca de Boneca 12mm, almofadas, Lã Amigurumi Soft - Roxo, almofadas, Lã Amigurumi Soft - Marrom"
397,"panos de prato, Chapéu de Cowboy, panos de prato, Boca de Boneca 12mm, panos de prato, Lã Amigurumi Soft - Azul Escuro, toucas e sapatinhos para bebe, Chapéu de Cowboy, toucas e sapatinhos para bebe, Boca de Boneca 12mm, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Azul Escuro"
398,"panos de prato, Mini Gorros de Papai Noel, panos de prato, Botas de Natal, toalhas de mesa, Mini Gorros de Papai Noel, toalhas de mesa, Botas de Natal"
399,"porta-sabonetes, Lã Amigurumi Soft - Azul Claro"
400,"capas para tampa de vaso, Agulha de Crochê Tunisiano 8,0 mm"
401,"saidas de praia, Agulha de Crochê 4,0 mm, saidas de praia, Lã algodão 4 - Verde Escuro, saidas de praia, Lã algodão 8 - Azul Escuro"
402,"capas para garrafas de agua quente, Mini Gorros de Papai Noel, capas para garrafas de agua quente, Barbante Natural 8 - Cinza, cintos, Mini Gorros de Papai Noel, cintos, Barbante Natural 8 - Cinza"
403,"capas para tampa de vaso, Boca de Gato 10mm, capas para tampa de vaso, Olhos de Cachorro de Pelúcia 10mm, capas para tampa de vaso, Lã Amigurumi  Pelúcia - Verde"
404,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Barbante 8 - Verde Claro"
405,"chaveiros, Agulha de Crochê 4,0 mm, chaveiros, Lã algodão 4 - Laranja Claro, animais de pelucia, Agulha de Crochê 4,0 mm, animais de pelucia, Lã algodão 4 - Laranja Claro"
406,"bonecos, Agulha de Crochê 4,0 mm, bonecos, Lã algodão 8 - Branco"
407,"blusas, Agulha de Crochê 4,0 mm, blusas, Lã algodão 4 - Vermelho Claro, blusas, Lã algodão 8 - Roxo"
408,"cachecois, Mini Árvores de Natal, gorros, Mini Árvores de Natal"
409,"porta-talheres, Agulha de Crochê 4,0 mm, porta-talheres, Lã algodão 8 - Amarelo Escuro"
410,"bonecos, Pequenas Caixas de Presente, bonecos, Lã Amigurumi Soft - Azul Claro, bonecos, Barbante Natural 8 - Laranja"
411,"chaveiros, Olhos de Gato de Plástico 8mm"
412,"porta-sabonetes, Agulha de Crochê 4,0 mm, porta-sabonetes, Barbante 8 - Marrom, cortinas, Agulha de Crochê 4,0 mm, cortinas, Barbante 8 - Marrom"
413,"golas, Agulha de Crochê 4,0 mm, golas, Barbante 8 - Rosa Escuro"
414,"toalhas de mesa, Botão Pequeno Gradiente"
415,"amigurumis, Agulha de Crochê 4,0 mm, amigurumis, Lã algodão 4 - Laranja Claro, xales, Agulha de Crochê 4,0 mm, xales, Lã algodão 4 - Laranja Claro"
416,"chapeus, Boca de Boneca 12mm, chapeus, Óculos de Sol, chapeus, Lã Amigurumi  Pelúcia - Rosa"
417,"porta-sabonetes, Agulha de Crochê 4,0 mm, porta-sabonetes, Barbante 8 - Vermelho Claro, porta-sabonetes, Lã algodão 4 - Azul Claro"
418,"golas, Guirlandas, golas, Barbante Natural 4 - Cru, saidas de praia, Guirlandas, saidas de praia, Barbante Natural 4 - Cru"
419,"top cropped, Agulha de Crochê 4,0 mm, top cropped, Lã algodão 4 - Branco, top cropped, Barbante 4 - Roxo Escuro"
420,"enfeites para carrinho de bebe, Pequenas Caixas de Presente, enfeites para carrinho de bebe, Lã algodão 2 - Cinza Escuro, mochilas, Pequenas Caixas de Presente, mochilas, Lã algodão 2 - Cinza Escuro"
421,"cachecois, Chapéu de Festa, cachecois, Focinho de Cachorro 12mm, cachecois, Lã Amigurumi Soft - Laranja Escuro, cachecois, Lã Amigurumi Soft - Amarelo"
422,"capas para almofadas de agulhas de trico, Agulha de Crochê 4,0 mm, capas para almofadas de agulhas de trico, Lã algodão 8 - Rosa Escuro, capas para almofadas de agulhas de trico, Lã algodão 8 - Amarelo Claro"
423,"conjuntos de lingerie, Óculos de Esportes, conjuntos de lingerie, Olhos de Gato de Plástico 6mm, conjuntos de lingerie, Lã Amigurumi  Pelúcia - Laranja, conjuntos de lingerie, Lã Amigurumi Soft - Rosa Escuro, colares, Óculos de Esportes, colares, Olhos de Gato de Plástico 6mm, colares, Lã Amigurumi  Pelúcia - Laranja, colares, Lã Amigurumi Soft - Rosa Escuro"
424,"capas para almofadas, Agulha de Crochê 4,0 mm, capas para almofadas, Lã algodão 8 - Amarelo, capas para almofadas, Lã algodão 8 - Amarelo Escuro, biquinis, Agulha de Crochê 4,0 mm, biquinis, Lã algodão 8 - Amarelo, biquinis, Lã algodão 8 - Amarelo Escuro"
425,"biquinis, Guirlandas, biquinis, Lã Amigurumi  Pelúcia - Vermelho Claro, biquinis, Lã algodão 8 - Verde Claro"
426,"mochilas, Pequenas Caixas de Presente, mochilas, Barbante 2 - Rosa Escuro, mochilas, Lã Amigurumi  Pelúcia - Preto"
427,"bolsas, Pequenas Caixas de Presente, bolsas, Barbante 4 - Roxo Escuro, panos de prato, Pequenas Caixas de Presente, panos de prato, Barbante 4 - Roxo Escuro"
428,"gorros, Agulha de Crochê 4,0 mm, gorros, Barbante 4 - Vermelho Claro"
429,"capas para tampa de vaso, Barbante 4 - Azul Escuro, capas para tampa de vaso, Lã algodão 8 - Amarelo Escuro"
430,"porta-talheres, Lã Amigurumi  - Azul, porta-talheres, Lã algodão 8 - Roxo Escuro, golas, Lã Amigurumi  - Azul, golas, Lã algodão 8 - Roxo Escuro"
431,"coletes, Agulha de Crochê 4,0 mm, coletes, Barbante 4 - Verde Claro"
432,"amigurumis, Mini Árvores de Natal, amigurumis, Barbante 2 - Cinza Claro, vestidos, Mini Árvores de Natal, vestidos, Barbante 2 - Cinza Claro"
433,"mobiles para berco, Lã Amigurumi  Brilho - Cinza, mobiles para berco, Lã Amigurumi  - Preto"
434,"enfeites para carrinho de bebe, Olhos de Cachorro de Botão 6mm, enfeites para carrinho de bebe, Lã Amigurumi  Pelúcia - Roxo Claro, chaveiros, Olhos de Cachorro de Botão 6mm, chaveiros, Lã Amigurumi  Pelúcia - Roxo Claro"
435,"cestas organizadoras, Boca de Boneca 12mm, cestas organizadoras, Lã Amigurumi Soft - Branco"
436,"cobertores, Boca de Gato 10mm, cobertores, Lã Amigurumi Soft - Cinza Claro"
437,"amigurumis, Focinho de Urso 15mm, amigurumis, Lã Amigurumi  Pelúcia - Laranja, amigurumis, Lã Amigurumi Soft - Roxo, tapetes de banheiro, Focinho de Urso 15mm, tapetes de banheiro, Lã Amigurumi  Pelúcia - Laranja, tapetes de banheiro, Lã Amigurumi Soft - Roxo"
438,"porta-copos, Agulha de Crochê 4,0 mm, porta-copos, Lã algodão 8 - Vermelho Escuro, tapetes, Agulha de Crochê 4,0 mm, tapetes, Lã algodão 8 - Vermelho Escuro"
439,"toucas e sapatinhos para bebe, Agulha de Crochê 4,0 mm, toucas e sapatinhos para bebe, Lã algodão 8 - Cinza Claro"
440,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Barbante 8 - Vermelho Escuro, almofadas, Agulha de Crochê 4,0 mm, almofadas, Barbante 8 - Vermelho Escuro"
441,"blusas, Boca de Boneca 12mm, blusas, Focinho de Gato 10mm, blusas, Lã Amigurumi  Pelúcia - Preto, blusas, Lã Amigurumi  Pelúcia - Amarelo Claro"
442,"porta-shampoo, Chapéu de Festa, porta-shampoo, Chapéu de Páscoa, porta-shampoo, Lã Amigurumi  Pelúcia - Vermelho Claro, porta-shampoo, Lã Amigurumi Soft - Azul Escuro"
443,"almofadas, Lã Amigurumi  Brilho - Amarelo, tapetes, Lã Amigurumi  Brilho - Amarelo"
444,"mochilas, Focinho de Porco 20mm, mochilas, Lã Amigurumi Soft - Laranja Claro, mochilas, Lã Amigurumi  Pelúcia - Amarelo Escuro, gorros, Focinho de Porco 20mm, gorros, Lã Amigurumi Soft - Laranja Claro, gorros, Lã Amigurumi  Pelúcia - Amarelo Escuro"
445,"capas para garrafas de agua quente, Focinho de Gato 10mm, capas para garrafas de agua quente, Lã Amigurumi  Pelúcia - Cinza Claro, capas para garrafas de agua quente, Lã Amigurumi  Pelúcia - Amarelo Escuro"
446,"golas, Agulha de Crochê 4,0 mm, golas, Lã algodão 8 - Vermelho Claro, golas, Barbante 4 - Verde Escuro, saidas de praia, Agulha de Crochê 4,0 mm, saidas de praia, Lã algodão 8 - Vermelho Claro, saidas de praia, Barbante 4 - Verde Escuro"
447,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 8 - Laranja Claro, cortinas, Lã algodão 4 - Laranja Claro, cobertores, Agulha de Crochê 4,0 mm, cobertores, Lã algodão 8 - Laranja Claro, cobertores, Lã algodão 4 - Laranja Claro"
448,"porta-sabonetes, Agulha de Crochê 4,0 mm, porta-sabonetes, Lã algodão 4 - Azul Escuro, porta-sabonetes, Lã algodão 8 - Verde Escuro"
449,"golas, Bolinhas decorativas, golas, Barbante 6 - Branco, golas, Lã algodão 8 - Roxo Claro, bolsas, Bolinhas decorativas, bolsas, Barbante 6 - Branco, bolsas, Lã algodão 8 - Roxo Claro"
450,"gorros, Agulha de Crochê 4,0 mm, gorros, Barbante 4 - Azul Escuro, gorros, Barbante 4 - Verde Escuro"
451,"porta-talheres, Agulha de Crochê 4,0 mm, porta-talheres, Lã algodão 4 - Vermelho Escuro"
